Date,Cash_In,Cash_Out,Net_Cashflow,End_Balance,Transaction_Count,Lag_1,Lag_7,Rolling_Mean_7,Rolling_Std_7,Rolling_CashIn_7,Rolling_CashOut_7,Target
2023-11-13,0.0,1220.0,-1220.0,6130.8,3,1360.0,-105.0,863.4285714285714,1819.0053928033349,13095.0,7051.0,18841.0
2023-11-14,38001.0,19160.0,18841.0,24971.8,9,-1220.0,539.0,3478.0,7012.947763482439,49946.0,25600.0,-12511.0
2023-11-15,2000.0,14511.0,-12511.0,12460.8,7,18841.0,395.0,1634.2857142857142,9286.521356501686,51501.0,40061.0,45720.0
2023-11-16,46720.0,1000.0,45720.0,58180.8,4,-12511.0,3010.0,7735.714285714285,19142.023897821302,95071.0,40921.0,-27980.0
2023-11-17,270.0,28250.0,-27980.0,30200.8,5,45720.0,-1290.0,3922.8571428571427,23419.671378484167,95331.0,67871.0,-430.0
2023-11-18,0.0,430.0,-430.0,29770.8,2,-27980.0,3250.0,3397.1428571428573,23478.52225920938,91891.0,68111.0,80.0
2023-11-19,600.0,520.0,80.0,29850.8,4,-430.0,1360.0,3214.285714285714,23502.00513937967,87591.0,65091.0,1455.0
2023-11-20,1700.0,245.0,1455.0,31305.8,3,80.0,-1220.0,3596.4285714285716,23439.551466535806,89291.0,64116.0,2200.0
2023-11-21,2200.0,0.0,2200.0,33505.8,1,1455.0,18841.0,1219.142857142857,22459.10387369727,53490.0,44956.0,760.0
2023-11-22,1250.0,490.0,760.0,34265.8,3,2200.0,-12511.0,3115.0,21652.56778459928,52740.0,30935.0,550.0
2023-11-23,550.0,0.0,550.0,34815.8,3,760.0,45720.0,-3337.8571428571427,10900.45712234998,6570.0,29935.0,1329.0
2023-11-24,1600.0,271.0,1329.0,36144.8,4,550.0,-27980.0,849.1428571428571,889.5093082839304,7900.0,1956.0,1759.0
2023-11-25,2200.0,441.0,1759.0,37903.8,3,1329.0,-430.0,1161.857142857143,736.485217903538,10100.0,1967.0,-3931.0
2023-11-26,1070.0,5001.0,-3931.0,33972.8,3,1759.0,80.0,588.8571428571429,2070.5449708205865,10570.0,6448.0,811.0
2023-11-27,950.0,139.0,811.0,34783.8,3,-3931.0,1455.0,496.85714285714283,2039.7236274040715,9820.0,6342.0,731.0
2023-11-28,900.0,169.0,731.0,35514.8,4,811.0,2200.0,287.0,1906.5099877349926,8520.0,6511.0,-29781.0
2023-11-29,2151.0,31932.0,-29781.0,5733.8,9,731.0,760.0,-4076.0,11492.16540372904,9421.0,37953.0,1011.0
2023-12-01,1500.0,489.0,1011.0,6744.8,4,-29781.0,550.0,-4010.1428571428573,11524.369302027932,10371.0,38442.0,60.0
2023-12-02,600.0,540.0,60.0,6804.8,3,1011.0,1329.0,-4191.428571428572,11436.025618735772,9371.0,38711.0,450.0
2023-12-03,1450.0,1000.0,450.0,7254.8,2,60.0,1759.0,-4378.428571428572,11332.744355143974,8621.0,39270.0,-889.0
2023-12-04,900.0,1789.0,-889.0,6365.8,3,450.0,-3931.0,-3943.8571428571427,11410.81738860939,8451.0,36058.0,-5700.0
2023-12-05,7560.0,13260.0,-5700.0,665.8,4,-889.0,811.0,-4874.0,11222.445752449268,15061.0,49179.0,-138.0
2023-12-06,0.0,138.0,-138.0,527.8,1,-5700.0,731.0,-4998.142857142857,11154.7114325229,14161.0,49148.0,62.0
2023-12-07,150.0,88.0,62.0,589.8,3,-138.0,-29781.0,-734.8571428571429,2263.8950526744247,12160.0,17304.0,1555.0
2023-12-08,1630.0,75.0,1555.0,2144.8,3,62.0,1011.0,-657.1428571428571,2341.8111529733565,12290.0,16890.0,50.0
2023-12-09,210.0,160.0,50.0,2194.8,3,1555.0,60.0,-658.5714285714286,2341.303757677378,11900.0,16510.0,435.0
2023-12-10,450.0,15.0,435.0,2629.8,3,50.0,450.0,-660.7142857142857,2340.1266144011306,10900.0,15525.0,2270.0
2023-12-11,2300.0,30.0,2270.0,4899.8,2,435.0,-889.0,-209.42857142857142,2580.9725464859575,12300.0,13766.0,161.0
2023-12-12,400.0,239.0,161.0,5060.8,2,2270.0,-5700.0,627.8571428571429,917.6080188132601,5140.0,745.0,1600.0
2023-12-13,2150.0,550.0,1600.0,6660.8,4,161.0,-138.0,876.1428571428571,910.954705893984,7290.0,1157.0,-1460.0
2023-12-14,550.0,2010.0,-1460.0,5200.8,3,1600.0,62.0,658.7142857142857,1254.514476372629,7690.0,3079.0,-30.0
2023-12-15,0.0,30.0,-30.0,5170.8,1,-1460.0,1555.0,432.2857142857143,1207.956223583934,6060.0,3034.0,170.0
2023-12-16,700.0,530.0,170.0,5340.8,3,-30.0,50.0,449.42857142857144,1202.4657801288456,6550.0,3404.0,1430.0
2023-12-17,1600.0,170.0,1430.0,6770.8,5,170.0,435.0,591.5714285714286,1258.00263077926,7700.0,3559.0,1670.0
2023-12-18,2970.0,1300.0,1670.0,8440.8,3,1430.0,2270.0,505.85714285714283,1139.4355954552223,8370.0,4829.0,-565.0
2023-12-19,0.0,565.0,-565.0,7875.8,3,1670.0,161.0,402.14285714285717,1207.0896719756977,7970.0,5155.0,200.0
2023-12-20,1100.0,900.0,200.0,8075.8,2,-565.0,1600.0,202.14285714285714,1085.387247110633,6920.0,5505.0,975.51
2023-12-21,1475.51,500.0,975.51,9051.31,3,200.0,-1460.0,550.0728571428572,822.2310829832026,7845.51,3995.0,2385.0
2023-12-22,2440.0,55.0,2385.0,11436.31,3,975.51,-30.0,895.0728571428572,1020.9213014839727,10285.51,4020.0,2474.1
2023-12-23,2730.0,255.9,2474.1,13910.41,3,2385.0,170.0,1224.23,1115.2628180388324,12315.51,3745.9,-3355.0
2023-12-24,800.0,4155.0,-3355.0,10555.41,6,2474.1,1430.0,540.6585714285715,2046.0931770117916,11515.51,7730.9,-5219.0
2023-12-25,701.0,5920.0,-5219.0,5336.41,5,-3355.0,1670.0,-443.4842857142857,2893.5986357351803,9246.51,12350.9,850.0
2023-12-26,850.0,0.0,850.0,6186.41,1,-5219.0,-565.0,-241.34142857142857,2932.853609657474,10096.51,11785.9,-6055.9
2023-12-27,200.0,6255.9,-6055.9,130.51,6,850.0,200.0,-1135.0414285714285,3643.102914368585,9196.51,17141.8,208.0
2023-12-28,228.0,20.0,208.0,338.51,2,-6055.9,975.51,-1244.685714285714,3579.999369845638,7949.0,16661.8,540.0
2023-12-29,550.0,10.0,540.0,878.51,2,208.0,2385.0,-1508.2571428571428,3327.225279346702,6059.0,16616.8,-578.0
2023-12-30,0.0,578.0,-578.0,300.51,2,540.0,2474.1,-1944.2714285714285,2889.579528071091,3329.0,16938.9,1759.0
2023-12-31,1759.0,0.0,1759.0,2059.51,2,-578.0,-3355.0,-1213.7,3111.428958426218,4288.0,12783.9,1175.0
2024-01-01,6270.0,5095.0,1175.0,3234.51,6,1759.0,-5219.0,-300.27142857142854,2642.8815805948516,9857.0,11958.9,-810.0
2024-01-02,0.0,810.0,-810.0,2424.51,3,1175.0,850.0,-537.4142857142857,2596.53551258117,9007.0,12768.9,50.0
2024-01-03,70.0,20.0,50.0,2474.51,2,-810.0,-6055.9,334.85714285714283,914.4532844950184,8877.0,6533.0,-1141.0
2024-01-04,600.0,1741.0,-1141.0,1333.51,3,50.0,208.0,142.14285714285714,1073.8900360482576,9249.0,8254.0,-950.0
2024-01-06,550.0,1500.0,-950.0,383.51,2,-1141.0,540.0,-70.71428571428571,1128.1819762026385,9249.0,9744.0,900.0
2024-01-08,2100.0,1200.0,900.0,1283.51,4,-950.0,-578.0,140.42857142857142,1155.396448142745,11349.0,10366.0,-555.9
2024-01-09,0.0,555.9,-555.9,727.61,3,900.0,1759.0,-190.27142857142857,922.7863868275286,9590.0,10921.9,2150.0
2024-01-10,2790.0,640.0,2150.0,2877.61,5,-555.9,1175.0,-50.9857142857143,1196.26564835261,6110.0,6466.9,-1000.0
2024-01-11,0.0,1000.0,-1000.0,1877.61,1,2150.0,-810.0,-78.12857142857145,1218.3101202270045,6110.0,6656.9,830.0
2024-01-12,1160.0,330.0,830.0,2707.61,4,-1000.0,50.0,33.29999999999999,1266.691463353745,7200.0,6966.9,-950.0
2024-01-13,0.0,950.0,-950.0,1757.61,3,830.0,-1141.0,60.585714285714275,1238.9330361626314,6600.0,6175.9,275.0
2024-01-14,290.0,15.0,275.0,2032.61,2,-950.0,-950.0,235.58571428571426,1156.1462860563202,6340.0,4690.9,-190.0
2024-01-15,0.0,190.0,-190.0,1842.61,2,275.0,900.0,79.87142857142855,1124.721720714745,4240.0,3680.9,1640.0
2024-01-16,1650.0,10.0,1640.0,3482.61,3,-190.0,-555.9,393.57142857142856,1220.036591957062,5890.0,3135.0,-20.0
2024-01-17,0.0,20.0,-20.0,3462.61,2,1640.0,2150.0,83.57142857142857,943.7721930534245,3100.0,2515.0,-315.0
2024-01-18,0.0,315.0,-315.0,3147.61,2,-20.0,-1000.0,181.42857142857142,842.8063947595181,3100.0,1830.0,-895.9
2024-01-19,0.0,895.9,-895.9,2251.71,3,-315.0,830.0,-65.12857142857142,873.3455496237086,1940.0,2395.8999999999996,90.0
2024-01-20,90.0,0.0,90.0,2341.71,1,-895.9,-950.0,83.44285714285715,781.3394308432117,2030.0,1445.8999999999999,230.0
2024-01-21,580.0,350.0,230.0,2571.71,3,90.0,275.0,77.01428571428572,779.6840608617202,2320.0,1780.9,-10.0
2024-01-22,0.0,10.0,-10.0,2561.71,1,230.0,-190.0,102.72857142857143,772.3438023623527,2320.0,1600.9,-390.9
2024-01-24,350.0,740.9,-390.9,2170.81,3,-10.0,1640.0,-187.4,380.86158903192,1020.0,2331.8,40.0
2024-01-26,300.0,260.0,40.0,2210.81,2,-390.9,-20.0,-178.82857142857142,385.8987376426681,1320.0,2571.8,-105.0
2024-01-27,550.0,655.0,-105.0,2105.81,4,40.0,-315.0,-148.82857142857142,381.6881393417991,1870.0,2911.8,855.0
2024-01-28,1720.0,865.0,855.0,2960.81,4,-105.0,-895.9,101.3,384.21369487988204,3590.0,2880.9,1950.0
2024-01-29,1950.0,0.0,1950.0,4910.81,2,855.0,90.0,367.0142857142857,796.7701894284332,5450.0,2880.9,213.0
2024-01-30,800.0,587.0,213.0,5123.81,4,1950.0,230.0,364.5857142857143,797.2831584586629,5670.0,3117.9,-4793.0
2024-01-31,307.0,5100.0,-4793.0,330.81,4,213.0,-10.0,-318.7,2121.5632200494492,5977.0,8207.9,881.0
2024-02-01,900.0,19.0,881.0,1211.81,2,-4793.0,-390.9,-137.0,2168.2998716352063,6527.0,7486.0,-312.0
2024-02-03,258.0,570.0,-312.0,899.81,5,881.0,40.0,-187.28571428571428,2167.5924212733867,6485.0,7796.0,680.0
2024-02-04,800.0,120.0,680.0,1579.81,2,-312.0,-105.0,-75.14285714285715,2192.7198809219553,6735.0,7261.0,-700.0
2024-02-05,0.0,700.0,-700.0,879.81,3,680.0,855.0,-297.2857142857143,2161.3256514066757,5015.0,7096.0,-10.0
2024-02-06,0.0,10.0,-10.0,869.81,1,-700.0,1950.0,-577.2857142857143,1936.9826805528812,3065.0,7106.0,-210.0
2024-02-07,0.0,210.0,-210.0,659.81,2,-10.0,213.0,-637.7142857142857,1914.6887226810068,2265.0,6729.0,2190.0
2024-02-08,2600.0,410.0,2190.0,2849.81,4,-210.0,-4793.0,359.85714285714283,979.7724954585424,4558.0,2039.0,-100.0
2024-02-09,0.0,100.0,-100.0,2749.81,1,2190.0,881.0,219.71428571428572,962.8190751270399,3658.0,2120.0,250.0
2024-02-10,750.0,500.0,250.0,2999.81,2,-100.0,-312.0,300.0,934.0949273672619,4150.0,2050.0,155.0
2024-02-11,200.0,45.0,155.0,3154.81,3,250.0,680.0,225.0,919.4608927699157,3550.0,1975.0,10090.0
2024-02-12,10590.0,500.0,10090.0,13244.81,3,155.0,-700.0,1766.4285714285713,3761.7158255749287,14140.0,1775.0,-10370.0
2024-02-13,0.0,10370.0,-10370.0,2874.81,4,10090.0,-10.0,286.42857142857144,5968.073889654926,14140.0,12135.0,-2655.0
2024-02-14,50.0,2705.0,-2655.0,219.81,5,-10370.0,-210.0,-62.857142857142854,6072.6023095147375,14190.0,14630.0,3004.0
2024-02-15,3004.0,0.0,3004.0,3223.81,2,-2655.0,2190.0,53.42857142857143,6130.4510942546085,14594.0,14220.0,-235.0
2024-02-16,0.0,235.0,-235.0,2988.81,3,3004.0,-100.0,34.142857142857146,6131.226506677958,14594.0,14355.0,-2740.9
2024-02-17,0.0,2740.9,-2740.9,247.91,2,-235.0,250.0,-393.12857142857143,6217.287367953504,13844.0,16595.9,440.0
2024-02-18,440.0,0.0,440.0,687.91,1,-2740.9,155.0,-352.4142857142857,6222.406126365306,14084.0,16550.9,-90.0
2024-02-19,40.0,130.0,-90.0,597.91,4,440.0,10090.0,-1806.7,4253.042922034363,3534.0,16180.9,-190.0
2024-02-20,100.0,290.0,-190.0,407.91,2,-90.0,-10370.0,-352.41428571428565,1958.2827514845321,3634.0,6100.9,-130.0
2024-02-21,0.0,130.0,-130.0,277.91,1,-190.0,-2655.0,8.300000000000052,1675.6089231480169,3584.0,3525.9,3501.0
2024-02-22,3600.0,99.0,3501.0,3778.91,5,-130.0,3004.0,79.30000000000005,1827.3587213972494,4180.0,3624.9,-260.0
2024-02-23,0.0,260.0,-260.0,3518.91,3,3501.0,-235.0,75.72857142857148,1828.0996551193653,4180.0,3649.9,20165.0
2024-02-24,20200.0,35.0,20165.0,23683.91,3,-260.0,-2740.9,3348.0,7535.944952912889,24380.0,944.0,-19.0
2024-02-25,20100.0,20119.0,-19.0,23664.91,5,20165.0,440.0,3282.4285714285716,7567.396356676947,44040.0,21063.0,-60.0
2024-02-26,0.0,60.0,-60.0,23604.91,1,-19.0,-90.0,3286.714285714286,7565.176263958549,44000.0,20993.0,-10.0
2024-02-27,0.0,10.0,-10.0,23594.91,1,-60.0,-190.0,3312.4285714285716,7551.683098425645,43900.0,20713.0,10.0
2024-02-28,150.0,140.0,10.0,23604.91,3,-10.0,-130.0,3332.4285714285716,7541.224764743514,44050.0,20723.0,-700.0
2024-02-29,0.0,700.0,-700.0,22904.91,2,10.0,3501.0,2732.285714285714,7691.242741245515,40450.0,21324.0,-550.0
2024-03-01,0.0,550.0,-550.0,22354.91,2,-700.0,-260.0,2690.8571428571427,7710.803037050707,40450.0,21614.0,-20.0
2024-03-02,0.0,20.0,-20.0,22334.91,2,-550.0,20165.0,-192.71428571428572,299.190415558111,20250.0,21599.0,-228.0
2024-03-03,200.0,428.0,-228.0,22106.91,8,-20.0,-19.0,-222.57142857142858,289.2282012198721,350.0,1908.0,15.0
2024-03-04,200.0,185.0,15.0,22121.91,8,-228.0,-60.0,-211.85714285714286,297.52446878154393,550.0,2033.0,-240.9
2024-03-05,0.0,240.9,-240.9,21881.01,1,15.0,-10.0,-244.84285714285716,283.9030459923599,550.0,2263.9,-320.0
2024-03-06,300.0,620.0,-320.0,21561.01,6,-240.9,10.0,-291.9857142857143,261.00836786426737,700.0,2743.9,-4600.0
2024-03-07,0.0,4600.0,-4600.0,16961.01,1,-320.0,-700.0,-849.1285714285714,1664.7525589050417,700.0,6643.9,-297.0
2024-03-08,0.0,297.0,-297.0,16664.01,4,-4600.0,-550.0,-812.9857142857143,1675.0438008487529,700.0,6390.9,-790.0
2024-03-09,0.0,790.0,-790.0,15874.01,2,-297.0,-20.0,-922.9857142857143,1639.188437844117,700.0,7160.9,-535.0
2024-03-10,0.0,535.0,-535.0,15339.01,2,-790.0,-228.0,-966.842857142857,1621.5062975076833,500.0,7267.9,-200.0
2024-03-11,0.0,200.0,-200.0,15139.01,1,-535.0,15.0,-997.5571428571428,1601.7243331871257,300.0,7282.9,1630.0
2024-03-12,1630.0,0.0,1630.0,16769.01,1,-200.0,-240.9,-730.2857142857143,1880.8071595537124,1930.0,7042.0,66.0
2024-03-13,140.0,74.0,66.0,16835.01,3,1630.0,-320.0,-675.1428571428571,1900.3975398646837,1770.0,6496.0,-5441.0
2024-03-14,200.0,5641.0,-5441.0,11394.01,5,66.0,-4600.0,-795.2857142857143,2193.8138567561223,1970.0,7537.0,200.0
2024-03-15,300.0,100.0,200.0,11594.01,5,-5441.0,-297.0,-724.2857142857143,2220.507953471121,2270.0,7340.0,559.1
2024-03-16,800.0,240.9,559.1,12153.11,2,200.0,-790.0,-531.5571428571428,2271.808524690643,3070.0,6790.9,1831.0
2024-03-17,2150.0,319.0,1831.0,13984.11,3,559.1,-535.0,-193.55714285714288,2440.923330666166,5220.0,6574.9,240.0
2024-03-18,250.0,10.0,240.0,14224.11,2,1831.0,-200.0,-130.70000000000002,2446.388950405597,5470.0,6384.9,-2025.0
2024-03-19,1150.0,3175.0,-2025.0,12199.11,5,240.0,1630.0,-652.842857142857,2397.5261290596486,4990.0,9559.9,-11705.0
2024-03-20,920.0,12625.0,-11705.0,494.11,4,-2025.0,66.0,-2334.4142857142856,4766.697920793301,5770.0,22110.9,95.0
2024-03-21,270.0,175.0,95.0,589.11,3,-11705.0,-5441.0,-1543.5571428571427,4622.4352931678495,5840.0,16644.9,4259.0
2024-03-22,4370.0,111.0,4259.0,4848.11,4,95.0,200.0,-963.6999999999999,5106.817110164276,9910.0,16655.9,-4510.0
2024-03-23,0.0,4510.0,-4510.0,338.11,2,4259.0,559.1,-1687.857142857143,5213.188161722513,9110.0,20925.0,5060.0
2024-03-24,5800.0,740.0,5060.0,5398.11,5,-4510.0,1831.0,-1226.5714285714287,5696.866298154412,12760.0,21346.0,51.0
