Date,Cash_In,Cash_Out,Net_Cashflow,End_Balance,Transaction_Count,Lag_1,Lag_7,Rolling_Mean_7,Rolling_Std_7,Rolling_CashIn_7,Rolling_CashOut_7,Target,Cash_Ratio,Negative_Streak,Cashflow_Score,Balance_Score,Ratio_Score,Volatility_Score,NegativeDay_Score,Liquidity_Score,Liquidity_Risk,Recommendation
2023-09-17,50.0,29.0,21.0,7020.8,3,-230.0,50.0,631.5714285714286,2501.8347838564964,8130.0,3709.0,209.0,1.7241379310344827,0,68.41525678246072,28.076005528948183,6.945167899433971,79.59397197186381,100.0,51.37,Moderate Risk,Delay non-essential purchases
2023-09-18,450.0,241.0,209.0,7229.8,2,21.0,-10.0,662.8571428571429,2493.831217796653,8580.0,3940.0,-129.0,1.8672199170124482,0,63.58136807631253,28.934971813576237,7.5215303807147995,79.66835823653861,100.0,50.03,Moderate Risk,Delay non-essential purchases
2023-09-20,0.0,129.0,-129.0,7100.8,3,209.0,90.0,631.5714285714286,2503.5703077234084,8400.0,3979.0,551.0,0.0,1,73.30635127211363,28.40479645129385,0.0,79.57784176980783,75.0,49.64,High Risk,Increase cash inflows immediately | Reduce discretionary spending | Accelerate receivable collection
2023-09-21,4051.0,3500.0,551.0,7651.8,4,-129.0,-2250.0,1031.7142857142858,2167.5417500235685,11701.0,4479.0,-5600.0,1.1574285714285715,0,0.0,30.669343928949633,4.662350740900592,82.7009382800951,100.0,28.17,High Risk,Reduce discretionary spending | Accelerate receivable collection
2023-09-22,0.0,5600.0,-5600.0,2051.8,7,551.0,5860.0,-605.4285714285714,2239.607767530053,5531.0,9769.0,1153.0,0.0,1,81.91582168957284,7.653979364752933,0.0,82.03114661320396,75.0,46.67,High Risk,Increase cash inflows immediately | Reduce discretionary spending | Accelerate receivable collection
2023-09-23,1280.0,127.0,1153.0,3204.8,5,-5600.0,940.0,-575.0,2265.4027603644045,5831.0,9856.0,-110.0,10.078740157480315,0,63.8530955479599,12.39267853305986,40.59915471291166,81.79140433458545,100.0,50.34,Moderate Risk,Delay non-essential purchases
2023-09-24,0.0,110.0,-110.0,3094.8,1,1153.0,-230.0,-557.8571428571429,2268.899911746617,5831.0,9736.0,1060.0,0.0,1,80.58578722308826,11.940591014834569,0.0,81.75890131950693,75.0,47.46,High Risk,Increase cash inflows immediately | Reduce discretionary spending | Accelerate receivable collection
2023-09-25,1120.0,60.0,1060.0,4154.8,4,-110.0,21.0,-409.4285714285714,2345.76248137948,6901.0,9767.0,-3601.0,18.666666666666668,0,13.926747994222218,16.29707073591466,75.19301779120514,81.04452982490756,100.0,39.15,High Risk,Reduce discretionary spending | Accelerate receivable collection
2023-09-26,400.0,4001.0,-3601.0,553.8,4,1060.0,209.0,-953.7142857142856,2605.9405029205677,6851.0,13527.0,70.0,0.09997500624843789,1,66.42735580567197,1.497369343830314,0.4027190584025698,78.62639882827291,75.0,39.12,High Risk,Increase cash inflows immediately | Maintain emergency cash reserve | Reduce discretionary spending | Accelerate receivable collection
2023-09-27,600.0,530.0,70.0,623.8,6,-3601.0,-129.0,-925.2857142857144,2617.496750350463,7451.0,13928.0,160.0,1.1320754716981132,0,67.71448593452799,1.7850614008827728,4.560223450949098,78.51899344502998,100.0,42.77,High Risk,Maintain emergency cash reserve | Reduce discretionary spending | Accelerate receivable collection
2023-09-28,1450.0,1290.0,160.0,783.8,3,70.0,551.0,-981.1428571428572,2584.708908727855,4850.0,11718.0,100.0,1.124031007751938,0,66.8563991819573,2.442643245574107,4.527818762344163,78.82372824034725,100.0,42.69,High Risk,Maintain emergency cash reserve | Reduce discretionary spending | Accelerate receivable collection
2023-09-29,600.0,500.0,100.0,883.8,2,160.0,-5600.0,-166.85714285714286,1595.7193183192144,5450.0,6618.0,105.0,1.2,0,66.9279064113382,2.853631898506191,4.833836858006045,88.01553610232864,100.0,43.81,High Risk,Maintain emergency cash reserve | Reduce discretionary spending | Accelerate receivable collection
2023-09-30,480.0,375.0,105.0,988.8,6,100.0,1153.0,-316.57142857142856,1497.381253738544,4650.0,6866.0,659.0,1.28,0,74.85090742674086,3.285169984084879,5.156092648539781,88.92950385680334,100.0,46.85,High Risk,Maintain emergency cash reserve | Reduce discretionary spending | Accelerate receivable collection
2023-10-01,5250.0,4591.0,659.0,1647.8,6,105.0,-110.0,-206.7142857142857,1542.5893506574912,9900.0,11347.0,170.0,1.143541712045306,0,67.85750039328977,5.993585206907313,4.606411730293279,88.5093334680401,100.0,45.09,High Risk,Reduce discretionary spending | Accelerate receivable collection
2023-10-02,540.0,370.0,170.0,1817.8,2,659.0,1060.0,-333.85714285714283,1454.973244722094,9320.0,11657.0,571.0,1.4594594594594594,0,73.59238018963718,6.692265916891856,5.878990773250595,89.32364983616326,100.0,47.58,High Risk,Reduce discretionary spending | Accelerate receivable collection
2023-10-03,600.0,29.0,571.0,2388.8,3,170.0,-3601.0,262.1428571428572,244.85194749168724,9520.0,7685.0,170.0,20.689655172413794,0,67.85750039328977,9.039011125134056,83.34201479320767,100.0,100.0,58.96,Moderate Risk,Delay non-essential purchases
2023-10-04,250.0,80.0,170.0,2558.8,4,571.0,70.0,276.42857142857144,234.4702235130966,9170.0,7235.0,410.0,3.125,0,71.28984740357251,9.737691835118598,12.588116817724075,100.0,100.0,49.76,High Risk,Reduce discretionary spending | Accelerate receivable collection
2023-10-05,600.0,190.0,410.0,2968.8,4,170.0,160.0,312.1428571428572,232.81425255012195,8320.0,6135.0,114.0,3.1578947368421053,0,67.0566194242238,11.422745312140142,12.720623310542223,100.0,100.0,48.8,High Risk,Reduce discretionary spending | Accelerate receivable collection
2023-10-06,920.0,806.0,114.0,3082.8,7,410.0,100.0,314.1428571428572,230.738978481036,8640.0,6441.0,-39.0,1.1414392059553349,0,64.86849820516855,11.891272376482718,4.597942420766708,100.0,100.0,46.96,High Risk,Reduce discretionary spending | Accelerate receivable collection
2023-10-07,2330.0,2369.0,-39.0,3043.8,5,114.0,105.0,293.57142857142856,257.37447240861866,10490.0,8435.0,1800.0,0.9835373575348249,1,91.16885717146005,11.730986801839205,3.961882608398088,100.0,75.0,53.52,Moderate Risk,Review operational expenses | Delay non-essential purchases
2023-10-08,1900.0,100.0,1800.0,4843.8,2,-39.0,659.0,456.57142857142856,625.4672539104517,7140.0,3944.0,-1960.0,19.0,0,37.39542067703046,19.128782554616713,76.53575025176237,97.03319477156816,100.0,50.01,Moderate Risk,Delay non-essential purchases
2023-10-09,200.0,2160.0,-1960.0,2883.8,5,1800.0,170.0,152.28571428571428,1114.811002559881,6800.0,5734.0,-235.0,0.09259259259259259,1,62.06541481343765,11.073404957147872,0.37298123904367625,92.48516538918736,75.0,41.85,High Risk,Increase cash inflows immediately | Reduce discretionary spending | Accelerate receivable collection
2023-10-10,100.0,335.0,-235.0,2648.8,4,-1960.0,571.0,37.142857142857146,1105.9449095036962,6300.0,6040.0,-570.0,0.29850746268656714,2,57.27443044491799,10.107581622757474,1.2024469796034936,92.5675681006509,50.0,37.52,High Risk,Increase cash inflows immediately | Investigate continuous losses | Reduce discretionary spending | Accelerate receivable collection
2023-10-11,250.0,820.0,-570.0,2078.8,5,-235.0,170.0,-68.57142857142857,1126.3086991203973,6300.0,6780.0,1200.0,0.3048780487804878,3,82.5879896457532,7.764946301044596,1.228108957826739,92.37830418593043,25.0,43.16,High Risk,Increase cash inflows immediately | Investigate continuous losses | Reduce discretionary spending | Accelerate receivable collection
2023-10-12,1200.0,0.0,1200.0,3278.8,2,-570.0,410.0,44.285714285714285,1218.0936901959694,6900.0,6590.0,600.0,10.0,0,74.00712212004635,12.696810136229603,40.281973816717034,91.52524161503752,100.0,54.91,Moderate Risk,Delay non-essential purchases
2023-10-13,600.0,0.0,600.0,3878.8,1,1200.0,114.0,113.71428571428572,1236.4417649429488,6580.0,5784.0,-1020.0,10.0,0,50.83877980063786,15.162742053822106,40.281973816717034,91.35471203682242,100.0,47.52,High Risk,Reduce discretionary spending | Accelerate receivable collection
2023-10-14,0.0,1020.0,-1020.0,2858.8,3,600.0,-39.0,-26.428571428571427,1310.0404392158848,4250.0,4435.0,-915.0,0.0,1,52.340431617636554,10.97065779391485,0.0,90.67067564313919,75.0,38.18,High Risk,Increase cash inflows immediately | Reduce discretionary spending | Accelerate receivable collection
2023-10-15,0.0,915.0,-915.0,1943.8,4,-1020.0,1800.0,-414.2857142857143,1056.5605700078129,2350.0,5250.0,300.0,0.0,2,69.71668835719292,7.21011161958628,0.0,93.02655307323232,50.0,40.87,High Risk,Increase cash inflows immediately | Investigate continuous losses | Reduce discretionary spending | Accelerate receivable collection
2023-10-16,1300.0,1000.0,300.0,2243.8,2,-915.0,-1960.0,-91.42857142857144,825.5539265937033,3450.0,4090.0,709.0,1.3,0,75.56597972054976,8.443077578382534,5.236656596173215,95.17356119313213,100.0,49.28,High Risk,Reduce discretionary spending | Accelerate receivable collection
2023-10-17,950.0,241.0,709.0,2952.8,2,300.0,-235.0,43.42857142857143,873.880590077547,4300.0,3996.0,930.0,3.9419087136929463,0,78.72659925918512,11.356987127671008,15.878786359286801,94.72440640964186,100.0,52.82,Moderate Risk,Delay non-essential purchases
2023-10-18,930.0,0.0,930.0,3882.8,1,709.0,-570.0,257.7142857142857,882.2593561014627,4980.0,3176.0,-35.0,10.0,0,64.92570398867326,15.17918159993939,40.281973816717034,94.646532983916,100.0,52.78,Moderate Risk,Delay non-essential purchases
2023-10-19,0.0,35.0,-35.0,3847.8,2,930.0,1200.0,81.28571428571429,779.9764343204441,3780.0,3211.0,-540.0,0.0,1,57.70347382120333,15.03533557141316,0.0,95.59716479408979,75.0,41.77,High Risk,Increase cash inflows immediately | Reduce discretionary spending | Accelerate receivable collection
2023-10-20,0.0,540.0,-540.0,3307.8,2,-35.0,600.0,-81.57142857142857,772.5988301705798,3180.0,3751.0,-2606.0,0.0,2,28.156686641019412,12.815996845579908,0.0,95.66573328104352,50.0,28.27,High Risk,Increase cash inflows immediately | Investigate continuous losses | Reduce discretionary spending | Accelerate receivable collection
2023-10-21,830.0,3436.0,-2606.0,701.8,3,-540.0,-1020.0,-308.1428571428572,1205.141959628466,4010.0,6167.0,-210.0,0.24155995343422584,3,62.422950960342106,2.105632550169798,0.9730511719404872,91.64561681414092,25.0,34.29,High Risk,Increase cash inflows immediately | Maintain emergency cash reserve | Investigate continuous losses | Reduce discretionary spending | Accelerate receivable collection
2023-10-22,0.0,210.0,-210.0,491.8,2,-2606.0,-915.0,-207.42857142857144,1175.057141467717,4010.0,5462.0,200.0,0.0,4,68.28654376957512,1.2425563790124219,0.0,91.92522933056993,0.0,33.47,High Risk,Increase cash inflows immediately | Maintain emergency cash reserve | Investigate continuous losses | Reduce discretionary spending | Accelerate receivable collection
2023-10-23,370.0,170.0,200.0,691.8,4,-210.0,300.0,-221.7142857142857,1168.4492164525457,3080.0,4632.0,-93.0,2.176470588235294,0,64.09622012785493,2.0645336848765896,8.767253124814884,91.98664431177387,100.0,43.57,High Risk,Maintain emergency cash reserve | Reduce discretionary spending | Accelerate receivable collection
2023-10-24,350.0,443.0,-93.0,598.8,7,200.0,709.0,-336.2857142857143,1099.2492459683117,2480.0,4834.0,921.0,0.7900677200902935,1,78.59788624629951,1.6823142376497517,3.182548721411053,92.62979853595841,75.0,45.25,High Risk,Increase cash inflows immediately | Maintain emergency cash reserve | Reduce discretionary spending | Accelerate receivable collection
2023-10-25,1000.0,79.0,921.0,1519.8,3,-93.0,930.0,-337.57142857142856,1097.5252247887588,2550.0,4913.0,-10.0,12.658227848101266,0,65.28324013557771,5.467519731154245,50.98984027432536,92.64582183042594,100.0,51.4,Moderate Risk,Delay non-essential purchases
2023-10-26,0.0,10.0,-10.0,1509.8,1,921.0,-35.0,-334.0,1098.71394518015,2550.0,4888.0,36.0,0.0,1,65.9411066458819,5.4264208658610364,0.0,92.63477369650698,75.0,41.47,High Risk,Increase cash inflows immediately | Reduce discretionary spending | Accelerate receivable collection
2023-10-28,800.0,764.0,36.0,1545.8,5,-10.0,-540.0,-251.7142857142857,1102.2780523814763,3350.0,5112.0,-20.0,1.0471204188481675,0,65.14022567681593,5.5743767809165865,4.218007729499166,92.60164838466163,100.0,44.36,High Risk,Reduce discretionary spending | Accelerate receivable collection
2023-10-30,202.0,222.0,-20.0,1525.8,4,36.0,-2606.0,117.71428571428572,375.4529328183505,2722.0,1898.0,-30.0,0.9099099099099099,1,64.99721121805415,5.4921790503301695,3.665296716656235,99.35686291176847,75.0,42.38,High Risk,Increase cash inflows immediately | Reduce discretionary spending | Accelerate receivable collection
2023-10-31,0.0,30.0,-30.0,1495.8,1,-20.0,-210.0,143.42857142857142,354.8670441836141,2722.0,1718.0,-145.0,0.0,2,63.352544942293676,5.368882454450545,0.0,99.54819104589015,50.0,38.74,High Risk,Increase cash inflows immediately | Investigate continuous losses | Reduce discretionary spending | Accelerate receivable collection
2023-11-01,0.0,145.0,-145.0,1350.8,1,-30.0,200.0,94.14285714285714,369.3622560447565,2352.0,1693.0,-380.0,0.0,3,59.99170516139183,4.772948907699023,0.0,99.41347051532189,25.0,34.87,High Risk,Increase cash inflows immediately | Investigate continuous losses | Reduce discretionary spending | Accelerate receivable collection
2023-11-02,280.0,660.0,-380.0,970.8,4,-145.0,-93.0,53.142857142857146,407.5522169290772,2282.0,1910.0,-240.0,0.42424242424242425,4,61.993907584056764,3.211192026557104,1.7089322225273893,99.05852766646925,0.0,32.82,High Risk,Increase cash inflows immediately | Maintain emergency cash reserve | Investigate continuous losses | Reduce discretionary spending | Accelerate receivable collection
2023-11-03,0.0,240.0,-240.0,730.8,2,-380.0,921.0,-112.71428571428572,150.99085434301713,1282.0,2071.0,-519.0,0.0,5,58.00380418460307,2.2248192595201024,0.0,100.0,0.0,30.97,High Risk,Increase cash inflows immediately | Maintain emergency cash reserve | Investigate continuous losses | Reduce discretionary spending | Accelerate receivable collection
2023-11-04,0.0,519.0,-519.0,211.8,2,-240.0,-10.0,-185.42857142857144,205.8703938103174,1282.0,2580.0,-20.0,0.0,6,65.14022567681593,0.09178815080258691,0.0,100.0,0.0,32.83,High Risk,Increase cash inflows immediately | Maintain emergency cash reserve | Investigate continuous losses | Reduce discretionary spending | Accelerate receivable collection
2023-11-05,0.0,20.0,-20.0,191.8,1,-519.0,36.0,-193.42857142857144,196.716256863234,482.0,1836.0,-105.0,0.0,7,63.9246027773408,0.009590420216170124,0.0,100.0,0.0,32.38,High Risk,Increase cash inflows immediately | Maintain emergency cash reserve | Investigate continuous losses | Reduce discretionary spending | Accelerate receivable collection
2023-11-06,200.0,305.0,-105.0,86.8,3,-20.0,-20.0,-205.57142857142856,186.58943980733525,480.0,1919.0,539.0,0.6557377049180327,8,73.13473392159948,0.0,2.641440906014232,100.0,0.0,35.99,High Risk,Increase cash inflows immediately | Maintain emergency cash reserve | Investigate continuous losses | Reduce discretionary spending | Accelerate receivable collection
2023-11-07,1150.0,611.0,539.0,625.8,5,-105.0,-30.0,-124.28571428571428,338.18225573680564,1630.0,2500.0,395.0,1.8821603927986907,0,71.07532571542984,1.7932811739414145,7.581713566157871,99.70326180811881,100.0,46.52,High Risk,Maintain emergency cash reserve | Reduce discretionary spending | Accelerate receivable collection
2023-11-08,445.0,50.0,395.0,1020.8,4,539.0,-145.0,-47.142857142857146,390.25095710812246,2075.0,2405.0,3010.0,8.9,0,100.0,3.416686353023146,35.850956696878164,99.21932800004882,100.0,61.32,Moderate Risk,Delay non-essential purchases
2023-11-09,3150.0,140.0,3010.0,4030.8,3,395.0,-380.0,437.1428571428572,1190.7543027525894,4945.0,1885.0,-1290.0,22.5,0,46.97738941406977,15.787444806278875,90.63444108761334,91.77933771360209,100.0,53.95,Moderate Risk,Delay non-essential purchases
2023-11-10,10.0,1300.0,-1290.0,2740.8,3,3010.0,-240.0,287.1428571428572,1346.2525058560914,4955.0,2945.0,3250.0,0.007692307692307693,1,100.0,10.48569118345499,0.030986133705166955,90.33411562059688,75.0,54.68,Moderate Risk,Review operational expenses | Delay non-essential purchases
2023-11-11,3440.0,190.0,3250.0,5990.8,4,-1290.0,-519.0,825.5714285714286,1681.9479636364936,8395.0,2616.0,1360.0,18.105263157894736,0,84.87622098594169,23.842822403747718,72.93157364710873,87.21411498764544,100.0,66.52,Moderate Risk,Delay non-essential purchases
2023-11-12,4900.0,3540.0,1360.0,7350.8,6,3250.0,-20.0,1022.7142857142856,1646.8282357596477,13295.0,6136.0,-1220.0,1.384180790960452,0,47.97849062540224,29.43226808362406,5.57575343790716,87.54052266062777,100.0,45.21,High Risk,Reduce discretionary spending | Accelerate receivable collection
2023-11-13,0.0,1220.0,-1220.0,6130.8,3,1360.0,-105.0,863.4285714285714,1819.0053928033349,13095.0,7051.0,18841.0,0.0,1,100.0,24.418206517852635,0.0,85.94028403211618,75.0,58.42,Moderate Risk,Review operational expenses | Delay non-essential purchases
2023-11-14,38001.0,19160.0,18841.0,24971.8,9,-1220.0,539.0,3478.0,7012.947763482439,49946.0,25600.0,-12511.0,1.9833507306889353,0,0.0,100.0,7.989328220297829,37.667055698378086,100.0,44.97,High Risk,Reduce discretionary spending | Accelerate receivable collection
2023-11-15,2000.0,14511.0,-12511.0,12460.8,7,18841.0,395.0,1634.2857142857142,9286.521356501686,51501.0,40061.0,45720.0,0.13782647646612914,1,100.0,50.433788248453546,0.555192251625898,16.536144079305686,75.0,59.37,Moderate Risk,Review operational expenses | Delay non-essential purchases
2023-11-16,46720.0,1000.0,45720.0,58180.8,4,-12511.0,3010.0,7735.714285714285,19142.023897821306,95071.0,40921.0,-27980.0,46.72,0,0.0,100.0,100.0,0.0,100.0,55.0,Moderate Risk,Delay non-essential purchases
2023-11-17,270.0,28250.0,-27980.0,30200.8,5,45720.0,-1290.0,3922.857142857143,23419.671378484167,95331.0,67871.0,-430.0,0.009557522123893806,1,59.276632867582926,100.0,0.038499585594738414,0.0,75.0,58.25,Moderate Risk,Review operational expenses | Delay non-essential purchases
2023-11-18,0.0,430.0,-430.0,29770.8,2,-27980.0,3250.0,3397.1428571428573,23478.52225920938,91891.0,68111.0,80.0,0.0,2,66.57037026443375,100.0,0.0,0.0,50.0,58.3,Moderate Risk,Review operational expenses | Monitor recurring negative cashflow | Delay non-essential purchases
2023-11-19,600.0,520.0,80.0,29850.8,4,-430.0,1360.0,3214.285714285714,23502.00513937967,87591.0,65091.0,1455.0,1.1538461538461537,0,86.2348583441786,100.0,4.647920055775042,0.0,100.0,70.88,Moderate Risk,Delay non-essential purchases
2023-11-20,1700.0,245.0,1455.0,31305.8,3,80.0,-1220.0,3596.428571428572,23439.55146653581,89291.0,64116.0,2200.0,6.938775510204081,0,96.88943552193128,100.0,27.95075734221182,0.0,100.0,78.1,Stable,Maintain current financial strategy | Continue monitoring cashflow
2023-11-21,2200.0,0.0,2200.0,33505.8,1,1455.0,18841.0,1219.142857142857,22459.10387369727,53490.0,44956.0,760.0,10.0,0,76.29535346023484,100.0,40.281973816717034,0.0,100.0,72.75,Moderate Risk,Delay non-essential purchases
2023-11-22,1250.0,490.0,760.0,34265.8,3,2200.0,-12511.0,3115.0,21652.56778459928,52740.0,30935.0,550.0,2.5510204081632653,0,73.29204982623743,100.0,10.276013728754346,0.0,100.0,67.19,Moderate Risk,Delay non-essential purchases
2023-11-23,550.0,0.0,550.0,34815.8,3,760.0,45720.0,-3337.8571428571427,10900.45712234998,6570.0,29935.0,1329.0,10.0,0,84.43287616378016,100.0,40.281973816717034,1.535998875423786,100.0,75.75,Stable,Maintain current financial strategy | Continue monitoring cashflow
2023-11-24,1600.0,271.0,1329.0,36144.8,4,550.0,-27980.0,849.1428571428571,889.5093082839304,7900.0,1956.0,1759.0,5.904059040590406,0,90.58249789053676,100.0,23.782715168541422,94.57915091223792,100.0,84.73,Stable,Maintain current financial strategy | Continue monitoring cashflow
2023-11-25,2200.0,441.0,1759.0,37903.8,3,1329.0,-430.0,1161.857142857143,736.485217903538,10100.0,1967.0,-3931.0,4.988662131519274,0,9.207270855083452,100.0,20.09531573623072,96.00137825484308,100.0,55.84,Moderate Risk,Delay non-essential purchases
2023-11-26,1070.0,5001.0,-3931.0,33972.8,3,1759.0,80.0,588.8571428571429,2070.5449708205865,10570.0,6448.0,811.0,0.21395720855828834,1,77.02472719991992,100.0,0.8618618673042838,83.60243994028593,75.0,72.95,Moderate Risk,Review operational expenses | Delay non-essential purchases
2023-11-27,950.0,139.0,811.0,34783.8,3,-3931.0,1455.0,496.8571428571428,2039.7236274040715,9820.0,6342.0,731.0,6.83453237410072,0,75.88061152982569,100.0,27.530845414303013,83.88889782566741,100.0,79.08,Stable,Maintain current financial strategy | Continue monitoring cashflow
2023-11-28,900.0,169.0,731.0,35514.8,4,811.0,2200.0,287.0,1906.5099877349928,8520.0,6511.0,-29781.0,5.325443786982248,0,0.0,100.0,21.451938718961735,85.12700406289025,100.0,51.73,Moderate Risk,Delay non-essential purchases
2023-11-29,2151.0,31932.0,-29781.0,5733.8,9,731.0,760.0,-4076.0,11492.16540372904,9421.0,37953.0,1011.0,0.06736189402480271,1,79.88501637515554,22.786581565712265,0.271347005135157,0.0,75.0,42.34,High Risk,Increase cash inflows immediately | Reduce discretionary spending | Accelerate receivable collection
